Year,Make,Model,Price,Color
2015,Volkswagen ,Volkswagen up!,12617,Black
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,9946,Blue
2015,Volkswagen ,Volkswagen Golf,132162,Purple
2015,Mitsubishi ,Mitsubishi Outlander,53233,Red
2015,Toyota ,Toyota Auris,41444,Purple
2015,Volkswagen ,Volkswagen Passat,32971,Pink
2015,Toyota ,Toyota Yaris,30761,White
2015,Skoda ,Skoda Octavia,28550,White
2015,Volvo ,Volvo XC60,27537,Pink
2015,BMW ,BMW i3,26985,Blue
2015,Ford ,Ford Mondeo,25972,Yellow
2015,Mazda ,Mazda CX-5,24130,Blue
2015,Volvo ,Volvo V70,21919,Blue
2015,Tesla ,Tesla Model S,20722,White
2015,Audi ,Audi A3,19248,Yellow
2015,Nissan ,Nissan Qashqai,14920,Orange
2015,Volkswagen ,Volkswagen up!,13538,Pink
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,12986,Black
2015,Peugeot ,Peugeot 308,12525,Gray
2015,Nissan ,Nissan Leaf,12433,Red
2015,Ford ,Ford Focus,9486,White
2015,Toyota ,Toyota Rav4,9394,Yellow
2015,Volkswagen ,Volkswagen Golf,96704,Black
2015,Mitsubishi ,Mitsubishi Outlander,51667,Brown
2015,BMW ,BMW i3,38221,Black
2015,Volvo ,Volvo XC60,37576,Pink
2015,Volvo ,Volvo V70,36195,Orange
2015,Tesla ,Tesla Model S,34353,Yellow
2015,Skoda ,Skoda Octavia,32142,Yellow
2015,Mazda ,Mazda CX-5,26248,Black
2015,Toyota ,Toyota Yaris,25879,Red
2015,Toyota ,Toyota Auris,24314,Yellow
2015,Volvo ,Volvo V60,23116,Black
2015,Volkswagen ,Volkswagen Passat,18235,Gray
2015,Ford ,Ford Mondeo,17130,Yellow
2015,Audi ,Audi A3,16485,Brown
2015,Ford ,Ford Focus,14920,Black
2015,Mercedes-Benz ,Mercedes-Benz B-klasse,14643,Pink
2015,Volkswagen ,Volkswagen up!,13446,Black
2015,Nissan ,Nissan Qashqai,10959,Blue
2015,Toyota ,Toyota Rav4,6815,Yellow
2015,Nissan ,Nissan Leaf,1749,Red
2016,Volkswagen ,Volkswagen Golf,91915,Purple
2016,Toyota ,Toyota Rav4,30208,Green
2016,Toyota ,Toyota Yaris,29195,Yellow
2016,Toyota ,Toyota Auris,27629,Gray
2016,BMW ,BMW i3,27077,Black
2016,Nissan ,Nissan Leaf,26156,Orange
2016,Mazda ,Mazda CX-3,24774,Purple
2016,Volkswagen ,Volkswagen Passat,21735,Black
2016,Audi ,Audi A3,21459,Blue
2016,Mazda ,Mazda CX-5,20538,Blue
2016,Suzuki ,Suzuki Vitara,20169,Orange
2016,Volvo ,Volvo XC90,19801,Purple
2016,Skoda ,Skoda Octavia,19617,Orange
2016,Ford ,Ford Mondeo,19432,Black
2016,Renault ,Renault Zoe,18143,Orange
2016,Nissan ,Nissan Qashqai,18051,Purple
2016,Skoda ,Skoda Superb,17130,Yellow
2016,Peugeot ,Peugeot 308,16209,Black
2016,BMW ,BMW X5,15656,Purple
2016,Volkswagen ,Volkswagen up!,15196,White
2016,Volvo ,Volvo V60,14643,Brown
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,14643,Blue
2016,Ford ,Ford S-Max,14091,Red
2016,Mitsubishi ,Mitsubishi Outlander,13354,Blue
2016,Volkswagen ,Volkswagen Polo,13262,Purple
2016,Ford ,Ford Focus,12986,Green
2016,BMW ,BMW X3,12986,Pink
2016,Audi ,Audi A4,11788,Gray
2016,BMW ,BMW 3-serie,11328,Purple
2016,BMW ,BMW X1,10867,Black
2016,Mercedes-Benz ,Mercedes-Benz GLC,10683,Gray
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,10223,Green
2016,Volvo ,Volvo V70,9854,Purple
2016,Tesla ,Tesla Model S,9670,Green
2016,Ford ,Ford Fiesta,9302,Red
2016,Ford ,Ford Kuga,8841,Blue
2016,Volvo ,Volvo XC60,8841,Gray
2016,Hyundai ,Hyundai Tucson,8749,Gray
2016,Nissan ,Nissan X-Trail,8381,Black
2016,Opel ,Opel Astra,8196,Black
2016,Toyota ,Toyota Avensis,7644,Red
2016,Audi ,Audi A6,6078,Green
2016,Volkswagen ,Volkswagen Touran,5986,Yellow
2016,Skoda ,Skoda Fabia,5802,Black
2016,Kia ,Kia Soul,5710,Blue
2016,Peugeot ,Peugeot 2008,5525,Orange
2016,Toyota ,Toyota Prius,5065,Brown
2016,Volvo ,Volvo V40,4973,Yellow
2016,Opel ,Opel Mokka,4052,Blue
2016,Kia ,Kia Sportage,3776,Green
2016,Volkswagen ,Volkswagen Golf,114848,Yellow
2016,Mitsubishi ,Mitsubishi Outlander,50931,Pink
2016,Nissan ,Nissan Leaf,41721,Blue
2016,Toyota ,Toyota Rav4,40155,Green
2016,Skoda ,Skoda Octavia,36747,Black
2016,Toyota ,Toyota Auris,30577,Gray
2016,Volkswagen ,Volkswagen Passat,28550,Brown
2016,Toyota ,Toyota Yaris,27261,Orange
2016,Mazda ,Mazda CX-3,23024,Green
2016,Mazda ,Mazda CX-5,23024,Orange
2016,Audi ,Audi A3,22932,Blue
2016,BMW ,BMW i3,22840,Brown
2016,Skoda ,Skoda Superb,20077,Orange
2016,Ford ,Ford S-Max,19893,Brown
2016,Volvo ,Volvo V70,18696,Orange
2016,Nissan ,Nissan Qashqai,17222,Black
2016,Toyota ,Toyota Avensis,15656,Yellow
2016,Kia ,Kia Soul,14551,Orange
2016,Ford ,Ford Mondeo,14459,White
2016,Suzuki ,Suzuki Vitara,14367,Gray
2016,Volvo ,Volvo V60,14275,Gray
2016,Volvo ,Volvo XC90,13907,Black
2016,Peugeot ,Peugeot 308,12893,Purple
2016,Volkswagen ,Volkswagen up!,12709,Pink
2016,Kia ,Kia Sportage,12433,Purple
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,11972,Black
2016,Ford ,Ford Focus,11604,Blue
2016,Toyota ,Toyota Prius,11420,Orange
2016,Ford ,Ford Kuga,10959,White
2016,Volvo ,Volvo XC60,10867,Purple
2016,BMW ,BMW X1,10775,Brown
2016,BMW ,BMW 3-serie,10499,Gray
2016,Tesla ,Tesla Model S,10407,Orange
2016,Nissan ,Nissan X-Trail,10315,Orange
2016,Volkswagen ,Volkswagen Polo,10223,Green
2016,BMW ,BMW X5,9946,Red
2016,Mercedes-Benz ,Mercedes-Benz GLC,9762,Black
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,9762,Brown
2016,Audi ,Audi A4,9394,Gray
2016,Opel ,Opel Mokka,8565,Brown
2016,BMW ,BMW X3,8196,Black
2016,Ford ,Ford Fiesta,7828,Red
2016,Opel ,Opel Astra,7736,Yellow
2016,Volvo ,Volvo V40,7275,Brown
2016,Peugeot ,Peugeot 2008,6631,Black
2016,Skoda ,Skoda Fabia,6539,Pink
2016,Audi ,Audi A6,5986,Red
2016,Volkswagen ,Volkswagen Touran,5986,Blue
2016,Hyundai ,Hyundai Tucson,4973,White
2016,Renault ,Renault Zoe,4604,Blue
2016,Volkswagen ,Volkswagen Golf,130228,Purple
2016,Mitsubishi ,Mitsubishi Outlander,68061,Green
2016,Nissan ,Nissan Leaf,62259,Purple
2016,Toyota ,Toyota Auris,46694,Black
2016,Tesla ,Tesla Model S,44852,Red
2016,Volkswagen ,Volkswagen Passat,34261,Green
2016,Toyota ,Toyota Yaris,33247,Purple
2016,Toyota ,Toyota Rav4,27998,Pink
2016,Renault ,Renault Zoe,26800,Purple
2016,Skoda ,Skoda Octavia,26248,Blue
2016,Audi ,Audi A3,24498,Brown
2016,BMW ,BMW 2-serie,21459,Purple
2016,Mazda ,Mazda CX-5,21274,White
2016,Volvo ,Volvo V70,19709,White
2016,Toyota ,Toyota Avensis,17867,Yellow
2016,Nissan ,Nissan Qashqai,17590,Green
2016,Skoda ,Skoda Superb,17314,Pink
2016,Suzuki ,Suzuki Vitara,16670,Brown
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,16485,White
2016,Ford ,Ford S-Max,16393,Green
2016,BMW ,BMW i3,16301,Red
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,14643,Purple
2016,Toyota ,Toyota Prius,14091,White
2016,Ford ,Ford Mondeo,14091,Purple
2016,BMW ,BMW X5,13722,Orange
2016,Peugeot ,Peugeot 308,13078,Yellow
2016,Kia ,Kia Sportage,12986,Gray
2016,Volvo ,Volvo XC60,12986,Blue
2016,Mazda ,Mazda CX-3,12709,Yellow
2016,Volvo ,Volvo V60,12157,Pink
2016,Volvo ,Volvo XC90,11788,Pink
2016,BMW ,BMW X1,11604,Orange
2016,Volkswagen ,Volkswagen up!,11420,Brown
2016,BMW ,BMW 3-serie,11420,Blue
2016,Mercedes-Benz ,Mercedes-Benz E-klasse,11328,Orange
2016,Volkswagen ,Volkswagen Polo,10867,Black
2016,Ford ,Ford Focus,10867,Pink
2016,Ford ,Ford Fiesta,10315,Gray
2016,BMW ,BMW X3,8749,Brown
2016,Ford ,Ford Kuga,7736,Black
2016,Opel ,Opel Astra,7644,Gray
2016,Volkswagen ,Volkswagen Golf,157766,Red
2016,Volkswagen ,Volkswagen Passat,62996,Black
2016,Mitsubishi ,Mitsubishi Outlander,52404,Blue
2016,Nissan ,Nissan Leaf,49825,Red
2016,Toyota ,Toyota Auris,39418,Green
2016,Skoda ,Skoda Octavia,35274,Black
2016,Toyota ,Toyota Yaris,33340,White
2016,Toyota ,Toyota Rav4,26156,Orange
2016,Audi ,Audi A3,25327,Orange
2016,Volvo ,Volvo V70,21367,Brown
2016,Renault ,Renault Zoe,21182,Brown
2016,Volkswagen ,Volkswagen Polo,20906,Blue
2016,BMW ,BMW i3,20446,White
2016,BMW ,BMW 2-serie,18880,Yellow
2016,Mazda ,Mazda CX-3,18511,White
2016,Mazda ,Mazda CX-5,18143,Brown
2016,Toyota ,Toyota Prius,17959,Yellow
2016,Skoda ,Skoda Superb,17130,Red
2016,Volvo ,Volvo XC90,16670,Orange
2016,Ford ,Ford Mondeo,15749,Gray
2016,Peugeot ,Peugeot 308,15656,Brown
2016,Opel ,Opel Astra,15656,Brown
2016,BMW ,BMW X5,15196,Gray
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,14367,Brown
2016,Suzuki ,Suzuki Vitara,14183,Yellow
2016,Volkswagen ,Volkswagen up!,14091,Yellow
2016,Toyota ,Toyota Avensis,13999,Green
2016,Kia ,Kia Sportage,13722,Brown
2016,Ford ,Ford Fiesta,12157,Green
2016,Volvo ,Volvo XC60,12065,Pink
2016,Nissan ,Nissan Qashqai,11604,Gray
2016,Ford ,Ford S-Max,11512,Purple
2016,Mercedes-Benz ,Mercedes-Benz E-klasse,11051,Green
2016,Ford ,Ford Focus,10038,Yellow
2016,BMW ,BMW X3,9946,Green
2016,Ford ,Ford Kuga,9946,Black
2016,Volvo ,Volvo V60,9854,Purple
2016,BMW ,BMW X1,9762,Red
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,9578,Blue
2016,BMW ,BMW 3-serie,9578,White
2016,Tesla ,Tesla Model S,8841,Orange
2016,Volkswagen ,Volkswagen Golf,97072,Red
2016,Mitsubishi ,Mitsubishi Outlander,50931,Orange
2016,Volkswagen ,Volkswagen Passat,48812,White
2016,Toyota ,Toyota Yaris,44484,Yellow
2016,Toyota ,Toyota Auris,41260,Blue
2016,Toyota ,Toyota Rav4,38129,Gray
2016,Skoda ,Skoda Octavia,31682,Orange
2016,Nissan ,Nissan Leaf,29471,Yellow
2016,Audi ,Audi A3,24498,Pink
2016,Skoda ,Skoda Superb,19985,Pink
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,18788,White
2016,Mazda ,Mazda CX-3,18419,White
2016,Mazda ,Mazda CX-5,18327,White
2016,Toyota ,Toyota Prius,18143,Brown
2016,Opel ,Opel Astra,17314,Blue
2016,BMW ,BMW 2-serie,17130,Green
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,14828,Red
2016,Volkswagen ,Volkswagen Polo,14643,Gray
2016,Tesla ,Tesla Model S,14367,Blue
2016,Peugeot ,Peugeot 308,13999,Green
2016,Volvo ,Volvo V70,13262,White
2016,Ford ,Ford Mondeo,12617,Gray
2016,Volkswagen ,Volkswagen up!,12433,Brown
2016,Nissan ,Nissan Qashqai,12157,Gray
2016,Ford ,Ford S-Max,12157,Red
2016,Volvo ,Volvo XC90,11604,Red
2016,Toyota ,Toyota Avensis,11328,Yellow
2016,BMW ,BMW i3,11051,Red
2016,Suzuki ,Suzuki Vitara,8565,Gray
2016,Renault ,Renault Zoe,5894,White
2016,Volkswagen ,Volkswagen Golf,97257,Yellow
2016,Mitsubishi ,Mitsubishi Outlander,54338,Purple
2016,Volkswagen ,Volkswagen Passat,42642,Brown
2016,Toyota ,Toyota Auris,40063,Black
2016,Renault ,Renault Zoe,36655,Black
2016,Toyota ,Toyota Yaris,36010,Yellow
2016,Skoda ,Skoda Octavia,30208,Blue
2016,Toyota ,Toyota Rav4,29840,Pink
2016,Nissan ,Nissan Leaf,29287,White
2016,Tesla ,Tesla Model S,26156,Brown
2016,Mazda ,Mazda CX-5,23209,Orange
2016,Toyota ,Toyota Prius,22656,Yellow
2016,Audi ,Audi A3,22195,White
2016,Opel ,Opel Astra,20722,Orange
2016,BMW ,BMW 2-serie,19893,Blue
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,19801,Blue
2016,Mazda ,Mazda CX-3,19617,Green
2016,Ford ,Ford Mondeo,17775,Blue
2016,Toyota ,Toyota Avensis,17130,Blue
2016,Skoda ,Skoda Superb,15472,White
2016,Volkswagen ,Volkswagen up!,14275,Red
2016,Nissan ,Nissan Qashqai,14183,Black
2016,Peugeot ,Peugeot 308,14091,Purple
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,13262,Black
2016,Volvo ,Volvo XC90,13170,Black
2016,Volkswagen ,Volkswagen Polo,13170,Purple
2016,Volvo ,Volvo V70,12801,Purple
2016,Ford ,Ford S-Max,11604,Pink
2016,Suzuki ,Suzuki Vitara,8749,Green
2016,BMW ,BMW i3,4697,Yellow
2016,Volkswagen ,Volkswagen Golf,89520,Brown
2016,Mitsubishi ,Mitsubishi Outlander,50838,Green
2016,Volkswagen ,Volkswagen Passat,40892,Orange
2016,Volkswagen ,Volkswagen Tiguan,28090,Blue
2016,Skoda ,Skoda Octavia,27721,Black
2016,Toyota ,Toyota Rav4,25511,Pink
2016,Toyota ,Toyota Yaris,24498,Purple
2016,Audi ,Audi A3,24130,Red
2016,Toyota ,Toyota Auris,23116,Purple
2016,Nissan ,Nissan Leaf,21827,Yellow
2016,Opel ,Opel Astra,17683,Green
2016,Mazda ,Mazda CX-5,17222,Yellow
2016,Toyota ,Toyota Prius,17130,White
2016,Nissan ,Nissan Qashqai,16854,White
2016,Mazda ,Mazda CX-3,15380,Black
2016,Volvo ,Volvo XC60,14735,Blue
2016,Audi ,Audi A4,14459,Black
2016,Hyundai ,Hyundai Tucson,13999,White
2016,Skoda ,Skoda Superb,13630,Gray
2016,Volkswagen ,Volkswagen Polo,13354,Gray
2016,Toyota ,Toyota Avensis,12801,Black
2016,Volvo ,Volvo V40,12341,Brown
2016,BMW ,BMW 2-serie,12065,Brown
2016,Suzuki ,Suzuki Vitara,11788,Black
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,11788,Gray
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,11328,Yellow
2016,Volvo ,Volvo XC90,11236,Green
2016,Peugeot ,Peugeot 2008,10499,Red
2016,Ford ,Ford Mondeo,10223,Green
2016,Kia ,Kia Soul,9762,Gray
2016,BMW ,BMW i3,9025,Green
2016,Renault ,Renault Zoe,7275,Yellow
2016,Volvo ,Volvo V70,7091,Blue
2016,Tesla ,Tesla Model S,3960,Green
2016,Volkswagen ,Volkswagen Golf,111808,Orange
2016,Toyota ,Toyota Rav4,67693,Brown
2016,Toyota ,Toyota Yaris,37760,Purple
2016,Mitsubishi ,Mitsubishi Outlander,37300,Gray
2016,Toyota ,Toyota Auris,33247,Orange
2016,Volkswagen ,Volkswagen Passat,32971,Gray
2016,Volkswagen ,Volkswagen Tiguan,30484,Black
2016,Nissan ,Nissan Leaf,29287,Black
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,27629,Yellow
2016,BMW ,BMW i3,26985,Purple
2016,Skoda ,Skoda Octavia,24866,White
2016,Mazda ,Mazda CX-5,21551,Gray
2016,Toyota ,Toyota Prius,16854,Gray
2016,Tesla ,Tesla Model S,15656,Red
2016,Audi ,Audi A3,15104,Brown
2016,Mazda ,Mazda CX-3,14828,Gray
2016,Nissan ,Nissan Qashqai,12065,Pink
2016,Ford ,Ford Mondeo,11420,Black
2016,Skoda ,Skoda Superb,11236,Purple
2016,Renault ,Renault Zoe,1381,Orange
2016,Volkswagen ,Volkswagen Golf,91731,Blue
2016,Toyota ,Toyota Rav4,53509,Black
2016,BMW ,BMW i3,47891,Brown
2016,Toyota ,Toyota Auris,45312,Blue
2016,Mitsubishi ,Mitsubishi Outlander,41905,Red
2016,Volkswagen ,Volkswagen Tiguan,38313,Purple
2016,Toyota ,Toyota Yaris,37300,Yellow
2016,Skoda ,Skoda Octavia,29011,White
2016,Volkswagen ,Volkswagen Passat,28919,Yellow
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,23761,Yellow
2016,Mazda ,Mazda CX-5,22932,Gray
2016,Tesla ,Tesla Model S,22748,Purple
2016,Toyota ,Toyota Prius,21459,Black
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,19156,Blue
2016,Nissan ,Nissan Leaf,18327,Brown
2016,Audi ,Audi A3,17130,Black
2016,Mazda ,Mazda CX-3,16485,Red
2016,Skoda ,Skoda Superb,15380,Yellow
2016,Renault ,Renault Zoe,14551,Orange
2016,Nissan ,Nissan Qashqai,13446,Pink
2016,Volkswagen ,Volkswagen Golf,79021,Orange
2016,BMW ,BMW i3,46326,Brown
2016,Volkswagen ,Volkswagen Passat,44852,Pink
2016,Volkswagen ,Volkswagen Tiguan,38589,White
2016,Toyota ,Toyota Rav4,35458,Red
2016,Mitsubishi ,Mitsubishi Outlander,33616,Orange
2016,Toyota ,Toyota Yaris,32511,Black
2016,Toyota ,Toyota Auris,31221,Green
2016,Skoda ,Skoda Octavia,29656,Yellow
2016,Nissan ,Nissan Leaf,29563,Yellow
2016,Mazda ,Mazda CX-5,20538,White
2016,Nissan ,Nissan Qashqai,18880,Black
2016,Audi ,Audi A3,18696,Red
2016,Mazda ,Mazda CX-3,18327,Pink
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,17222,Brown
2016,Skoda ,Skoda Superb,15380,White
2016,Toyota ,Toyota Prius,15288,Blue
2016,Renault ,Renault Zoe,14828,Red
2016,Mercedes-Benz ,Mercedes-Benz C-klasse,12801,Pink
2016,Tesla ,Tesla Model S,3591,White
2016,BMW ,BMW i3,93388,White
2016,Volkswagen ,Volkswagen Golf,83350,White
2016,Toyota ,Toyota Rav4,47247,White
2016,Mitsubishi ,Mitsubishi Outlander,37392,White
2016,Volkswagen ,Volkswagen Tiguan,37392,Black
2016,Skoda ,Skoda Octavia,32050,Pink
2016,Toyota ,Toyota Auris,29471,Yellow
2016,Volkswagen ,Volkswagen Passat,29103,Pink
2016,Toyota ,Toyota Yaris,28642,Green
2016,Audi ,Audi A3,24866,Blue
2016,BMW ,BMW 2-serie,23024,Red
2016,Nissan ,Nissan Leaf,21919,Orange
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,21367,Red
2016,Nissan ,Nissan Qashqai,20077,Red
2016,Mazda ,Mazda CX-5,15656,Green
2016,Mazda ,Mazda CX-3,14367,Green
2016,Skoda ,Skoda Superb,13630,Pink
2016,Toyota ,Toyota Prius,13170,Green
2016,Renault ,Renault Zoe,9209,White
2016,Tesla ,Tesla Model S,4420,Red
2016,Volkswagen ,Volkswagen Golf,66403,Green
2016,Volkswagen ,Volkswagen Tiguan,59864,Green
2016,Volvo ,Volvo XC60,55443,Blue
2016,BMW ,BMW i3,38037,Blue
2016,Audi ,Audi A3,37116,Blue
2016,Toyota ,Toyota Rav4,34445,Gray
2016,Mitsubishi ,Mitsubishi Outlander,32695,Purple
2016,Volkswagen ,Volkswagen Passat,27537,Pink
2016,Toyota ,Toyota Yaris,26893,Purple
2016,Skoda ,Skoda Octavia,26432,Gray
2016,Tesla ,Tesla Model S,24222,Gray
2016,Nissan ,Nissan Leaf,23669,Brown
2016,Mazda ,Mazda CX-5,22103,Blue
2016,Toyota ,Toyota Auris,18972,White
2016,Mercedes-Benz ,Mercedes-Benz B-klasse,18419,White
2016,Mazda ,Mazda CX-3,14091,Black
2016,Nissan ,Nissan Qashqai,13999,Brown
2016,BMW ,BMW 2-serie,10130,Blue
2016,Toyota ,Toyota Prius,9578,White
2016,Skoda ,Skoda Superb,8933,Brown
2017,Volkswagen ,Volkswagen Golf,67969,Black
2017,BMW ,BMW i3,57285,Green
2017,Volkswagen ,Volkswagen Passat,47431,Brown
2017,Toyota ,Toyota Rav4,43563,Orange
2017,Volvo ,Volvo XC90,37852,Pink
2017,Skoda ,Skoda Octavia,32971,Purple
2017,Nissan ,Nissan Leaf,32419,White
2017,Toyota ,Toyota Yaris,31590,Black
2017,Mercedes-Benz ,Mercedes-Benz GLC,26248,Pink
2017,Toyota ,Toyota Auris,25787,Yellow
2017,Volvo ,Volvo V60,22840,Brown
2017,Toyota ,Toyota C-HR,22656,Blue
2017,Renault ,Renault Zoe,22103,Red
2017,Tesla ,Tesla Model X,21919,Yellow
2017,BMW ,BMW X1,20814,White
2017,Volvo ,Volvo V40,20261,White
2017,Peugeot ,Peugeot 3008,19893,Pink
2017,Kia ,Kia Niro,19709,Orange
2017,Skoda ,Skoda Superb,18880,Yellow
2017,BMW ,BMW 2-serie,18604,Purple
2017,Volvo ,Volvo V90,18604,Pink
